Text,Sentiment,Score
koskoca Mourinho yazmış bir de utanmadan LASKDLADÖLASKDLASKDLA sonra niye başarı gelmiyor. Kaloriferci dediğin adam gsye 10 kişi ile çaktı. Senin baba dediğin adam içerde 3 yedi,1 star,0.4056021273136139
"“you think galatasaray again uefa KUP”

 Rezil rüsva ediyorsunuz ülkeyi abi İngilizce bilen muhabir bulamıyor musunuz gerçekten ya, biri mourinho’ya türkçe konuşur, diğeri A0 grammar ile UEFA başkanına soru sormayı dener, kafayı yersin",1 star,0.5536051392555237
"Hz Mehdi ile ilgili önemli detay

Buna benzer çok fazla detay verilmiş

şehitlerimize Allah'tan kürdistan rehine ankara'ya bengisu istihbarat amed erişim özel harekat barış alper yılmaz mossad amed interneti dhkpc uzay sanayii aş Jose Mourinho",3 stars,0.23267966508865356
Çok doğru adımlar atılıyor diye Ali Koç övüyordunuz ne oldu? Tek suçlu Mourinho mu? Bu kaçıncı? En kolayını yapıp hocaya ihale ediyorsunuz.Fenerbahçe medyası zaten belli üstüne sizin tavrınız çok yazık. Güç kimdeyse onu pek eleştirmeyin sonra vurun hocaya... böyle devam Erdal Bey,1 star,0.5341710448265076
"Jose Mourinho: ""Fenerbahçe o yıl Manchester United'ı yenmişti, Manchester United da Old Trafford'da Fenerbahçe'yi 3-0 yenmişti. Manchester United, o yıl Avrupa Ligi'ni kazanmıştı. Teknik direktörleri de bendim.""",1 star,0.2988293468952179
Senin bu düşündüğünü Mourinho düşünemiyorsa okan buruk onu daha çook donunda sallar,2 stars,0.3378167450428009
"Dzeko, Saint-Maximin, Fred, Amrabat, Dusan Tadic, Caglar Soyuncu, Cengiz Under, Mourinho. since when?!",1 star,0.2562600076198578
Hahahahaha :D mourinho kovmayi kovalamak da ayri bi seviye,3 stars,0.29103776812553406
Çare kocaman Mourinho tutmadı,1 star,0.5503194332122803
Karısını unutmamış. Üst üste koyacağız da şu ag akbabası çöktü gitmiyor,1 star,0.4141782820224762
"Barça Bayern maçında iki takımın da yeni çağ futbolu oynadığını görüyoruz... Çok önde basma ve defansı neredeyse orta saha seviyesinde tutma! Mourinho'nun zamanı geçti, defansta bekleyen bu futbola karşı yer golü!",1 star,0.3123984932899475
"Szymanski: 

""Etrafımdaki insanlar futbolumdan memnun olsun yeter dışarıdakilerin ne dediği umrumda değil.""",1 star,0.33557918667793274
"bu durumları öngöremezsen tedbirleri almazsan,sınırdan elini kolunu sallayanları alırsan ülkemize ve sonra biz bunların ayakkabı nolarını biliyoruz gibi yorumda bulunup ve hala bu gibi terör eylemleri yaşıyorsak ve göz göre göre şehit veriyorsak bunların suçluları bu kişiler",1 star,0.4888029098510742
süper ligde yabancı tdler ligi çiftlik olarak görüyor. Adamlar dalga geçiyor bildiğin. Jesus Mourinho en büyük örneği. Jesus burda derbi kazanamadı şuan Arapta namağlup niye çünkü burası bir durak sadece onun için. Bu yüzden de Okan 3. Şampiyonlugunu alacak. Süper Lig'e Türk hoca,5 stars,0.2885006368160248
Ah be mourinho nasıl lille ye elenip de 16 yıldır gidemediğimiz şampiyonlar ligine bizi götürmezsin,5 stars,0.34719565510749817
Iste bu yuzden Mourinho nun yerinde degilsin,1 star,0.3135625720024109
Mourinho burayı ciddiye alan birisi değil maalesef,1 star,0.44129595160484314
"Bence Mourinho kesinlikle adaletsiz ve futbolcular da gerizekalı değil, hepsi bunun farkında. Hocaya olan güven her geçen gün azalıyor oyuncularda. Biz de bunun farkındayız. Takım için en büyük tehlike de bu! Geçen sene bizi mest eden o arkadaşlık ve birlikteliğe de darbe bu!",1 star,0.6214853525161743
Sizin fikriniz saygı duyarım diyip kesip atmıyor Mourinho gibi,1 star,0.2511630654335022
Erik ten Hag: Mourinho çok fazla kupa kazandı fakat futbolda her yıl kendinizi tekrar ispatlamanız gerekiyor. Çünkü kazanamadığınızda eleştirilirsiniz. Ben Mourinho'nun Fenerbahçe'yi en iyi performansına ulaştıracağına inanıyorum.,1 star,0.2774449586868286
rehine mossad amed interneti dhkpc uzay sanayii aş ankara'ya bengisu istihbarat amed erişim özel harekat barış alper yılmaz kaan ayhan içerden jose mourinho şehitlerimize Allah'tan #tusaş #TUSAS,1 star,0.541395366191864
"KISA KISA | Bruno Genesio; Jürgen Klopp’un ardından Pep Guardiola, José Mourinho, Carlo Ancelotti ve Diego Simeone dörtlüsünü Avrupa Kupaları’nda mağlup etme başarısı gösteren ikinci teknik direktör oldu. ",5 stars,0.5110878348350525
Yönetim soramadigi soruları gazeteciler aracılığı ile sordurduğu kanaatindeyim Mourinho da tilki anlamış neyin ne olduğunu ona göre cevap veriyor duruma bakılırsa fenerden bir cacık olmaz bu sene,1 star,0.5454930067062378
taadiic10fire futbolu Ali Koç ve Mourinho'dan daha iyi biliyor kesinlikle ,5 stars,0.29334139823913574
"""Mourinho nun yerinde olsam"" ne güzel bir ruya.",1 star,0.41037654876708984
"""Adnan Oktar kimseyle görüşmesin. Cezaevinde sıkın bunaltın. Odasından çıkmasın.""

galatasaray - elfsborg rehine amed uzay sanayii aş ali yerlikaya mossad dhkpc Jose Mourinho barış alper  özel harekat chpkk mauro icardi bahçeli'nin öcalan elektrik",1 star,0.48810335993766785
"Jose Mourinho 
@tntsports
'a açıklamalarda bulundu:

- ""Manchester United'ın Premier Lig ve Şampiyonlar Ligi'ni kazanması gerektiğini biliyorum ama benim zamanımda bu imkansızdı. Avrupa Ligi'ni kazandık ve ligi ikinci bitirdik. Hâlâ daha fazla destekle, özellikle de medyadan ve",1 star,0.2946961522102356
Helalolsun hoca. Mourinho gibilerin ölü futbolunu izlemektense 100 kere senle devam,1 star,0.4392499327659607
Benim şahsen Mourinho'dan en büyük beklentim Ülkede Fenerbahçe'ye yapılan haksızlıkları dünyaya anlatması. Biz geçen sezon zaten o yüzden şampiyon olamadık. Geçen sezon Fenerbahçe'nin şampiyonluğu göz göre göre çalındı. Siz öyle düşünmüyor musunuz?,1 star,0.3248848617076874
Mourinho kazığını sokanlar şimdi de istikrar denen sihirli kelimeyi satmaya başlamış. Meali şu bu sene gtten yedik istikrar diyelim öyle umut satalım. Kim ki en ufak bir ışık vermeyen hocayı istikrar diye pazarlıyorsa ya FB düşmanıdır ya gerizekalıdır. İstikrarmış ya sabır.,1 star,0.643176257610321
"Mourinho sizinle daşşak geçti 
@ertemsener",1 star,0.6021742224693298
şener özbayraklıyla filan mourinho unitedını içerde domaltmayı nasıl başardın be aq,1 star,0.23555044829845428
"Galatasaray'da Yunus Akgün'ün yıldızlaştığı yerde, Fenerbahçe'de Oğuz Aydın süre bile alamıyor...

bir de utanmadan Mourinho'nun eline iyi kadro verilmedi falan diyenler var...",1 star,0.3696947991847992
"#fenerbahçe
-Yarın nasıl bir oyun planıyla maça çıkacaksınız?

Jose Mourinho: ""Gazeteleri okuyacağım, televizyonları izleyeceğim ve uzmanlar ne diyorsa onu yapacağım.""
#JoseMourinho yüce fenerbahçe camiasını anlayamamış biz #galatasaray taraftarını bile üzmektedir",1 star,0.47397640347480774
"Umarım yanılırım ama aşı tutmadı.
Mourinho ile olmayacak gibi...",1 star,0.5813553333282471
Mourinho milyonlarca fblinin önünde İngiliz kulüpleriyle flört etti. Mourinho fb'nin maç öncesi basın toplantısında fb'nin Porto kadar büyük olmadığını itiraf etti  basın toplantısı çok keyifliydi,1 star,0.3512265086174011
"Büyük tuzaklar var.

Tuzakları kuran da bozan da Allah'tır.

Harika konuşma.

özel harekat barış alper yılmaz mossad amed interneti dhkpc uzay sanayii aş jose mourinho şehitlerimize Allah'tan kürdistan abdülkerim bant batshuayi türklere rehine ankara'ya bengisu istihbarat erişim",1 star,0.6053206324577332
"Erik ten Hag’tan, Jose Mourinho’ya övgü yağmuru",5 stars,0.237775981426239
Mourinho  4 tane koyun  güdebilir,1 star,0.4850369989871979
Mourinho's pre and post-match conference is greater than Tuchel's career at Chelsea x.com/FrankKhalidUK/…,5 stars,0.3670961856842041
"@acunilicali
 tüm yalan dolanlarınız ortaya çıkmaya başladı sanki... Mourinho ""yönetim istediğim futbolcuları almadı, bu yrraklarla maç kazanamam"" mı demek istiyor?",1 star,0.5649617314338684
Mourinho hiçbir zaman basın toplantılarında oyun falan konuşan biri değil sürekli tasak gecer ve birilerine salça olur her takımda böyle yaptı bence böyle yapması oyun konuşmasından daha iyi sanki oyun konuşsa bizimkiler anlayacak.,1 star,0.502253532409668
"Oyun kurucu, yavaş kanatlarla oynuyorsun, bir Maximin geldi. Mourinho belki de finansal nedenlerden de dolayı istedği takımı oluşturamıyor. Elinde olsa böyle takım kurmazdı bence. Korkutan bir takım olsan bir Anadolu kulübü üstüne gelmeye curet etmez, çıkmağa korkar.",1 star,0.2685491442680359
"Gsnin rakibi koy takimi gsnin sahasında 3 tane atti. Fenerbahce kendi evinde gsye gok atamadi, bi tane zorla penaltıdan.

Bu durumda mourinho elestirilmeyecekse kim elestirelecek?",1 star,0.6154299974441528
"Mourinho haddini bil. Bu nesil manager oyunları ile büyüdü, çoğu penaltı bile atamaz, gerçek top görse karakola götürür bomba diye ama hepsine hesap vermek zorundasın. Bu beyinsizlere anlatmak, aynı zamanda da saygılı olmak zorundasın. Geçmiş olsun. ",1 star,0.2783096730709076
"2. Yarı olmadı hem gol hem penaltı 

#GSvELF #UEL Galatasaray - Elfsborg #tusaş icardi osimhen ziyech Davinson Nelsson Mertens Sara  Sallai jelert Jakobs batshuayi Vinicius yunus Akgün Okan buruk dursun özbek Jose Mourinho Manchester United Lyon #OLvBJK",1 star,0.4276618957519531
"Okan, Mourinho’nun otobus taktigine gonderme yapmak icin bu 11’le sahaya cikmadiysa bir sey bilmiyorum",3 stars,0.4103650748729706
"Mourinho 11'e neşteri vurdu! 

İşte Manchester United kadrosu",1 star,0.4290887713432312
Psikolojisini bozdunuz adam rahat değil çok belli bu.Sürekli Galatasaray ve hakemlerden konuş diyor birileri belliki. Neyse sağlam tazminatın var en azından Mourinho hocam. Takımdan ayrıldıktan sonra Fatih Terim hocamla dostlupuna devam ddebilirsin çünkü 5. yıldız sayende olacak,1 star,0.5445668697357178
Manchester United'ın yıldızı Antony'den Fenerbahçe ve Mourinho'ya övgü,3 stars,0.2612554430961609
İsmail kartalda Fred sakatken öyleydi. Mourinho o kadronun üstüne 50 milyon harcadı + kendi de 12 alıyor. Fred sağlam top bile oynamıyoruz,1 star,0.3397539258003235
Mourinho'nun hocalığı Fenerbahçe nin kimyasına ters. Bu adamı sadece ünlü diye mi getirdiler nasıl futbol oynattığını incelediler mi acaba. 71 milyon Eur sırf tazminattan para kazanmış biri olduğunu biliyorlar mıydı. Hiç sanmıyorum. Hep GS yi anlatmışlar keşke FB yi anlatsalardı,1 star,0.7589150667190552
ali koçun mourinho'yu da alıp istifa etmesi lazımken hala ne konuşuyoruz aq,1 star,0.4097532629966736
Arkadaş çevresinde noldu senin Mourinho'ya diye söylenince hocayı savunamamanın verdiği çaresizlik,1 star,0.5343475341796875
Fenerbahçe yönetimi Mourinho ile yolları ayırma konusuna sıcak bakıyor. Hatta Volkan Demirel ile geçen hafta Etiler'de bir restoranda görüşme olmuş.,3 stars,0.2655152380466461
"Şu adamı övmeyin ya da bir şey beklemeyin. Anlayın artık Mourinho’nun sistemi ve anlayışı Türkiye’ye doğal olarak Fenerbahçe’ye uygun değil ve olamayacakta. Sistem oturtturacağız diye oyuncuların performansı düşüyor. Fred, Djiku, İrfan, Szymanski, Mert, Çağlar…",1 star,0.2798132300376892
"Mourinho eğer bir maç düzgün yönetmek isterse, bu maç o maç - kendini, United’ı yenerek gündem yapmak isteyecek bence.",5 stars,0.23935233056545258
Açıklamalara baktım Mourinho'ya şundan olmuş,1 star,0.362954318523407
"At fotoğrafını o zaman kardeşim 
@serhatgules1",5 stars,0.3692127466201782
Mourinho milyonlarca fblinin önünde İngiliz kulüpleriyle flört etti. Bu evine misafir geldiğinde karın misafirle flört etmesine benzer  siz gavatmısınız??,1 star,0.7806358933448792
Manchester United maçı var gram heves yok. Fenerbahçesi ayrı dert ülkesi ayrı dert vallahi.,1 star,0.6623522043228149
"Ben İrfan olamam,olsam Villarreal'i bi gözden geçiririm , burda Jose Mourinho tarafından yok edilmekdense gitmesi iyidir",3 stars,0.29762449860572815
Mourinho yalakalarını gömmüş tv'de ki,1 star,0.29169172048568726
"köpek mourinho geçen hafta eski takımın roma'yı yenen takımı ilk yarıdan 3ledik, feneri göm de ülke futboluna laf atmak haddine değil",1 star,0.4978129267692566
ulan bunak oç nasıl bi seks kasetin var naptın bir düzine zencinin dölünü mü yuttun,1 star,0.5043690204620361
Mourinho Manu'yu yenecek Erik Ten Hag kovulacak yerine Okan Buruk gelecek. Galatasaray da Okan'sız lige havlu atacak Fenerbahçe şampiyon olacak.,1 star,0.3854205906391144
"Jose Mourinho: “Manchester United için en iyisini diliyorum. Ben oradayken ligi ikinci tamamladık ve Avrupa Ligi’ni kazandık. Orada mutluydum.

United’dan hem taraftarlar hem de kulüpten memnun bir durumda ayrıldım. Manchester United’da işler yolunda gitmiyorsa asla mutlu olmam.”",5 stars,0.5458846688270569
Bu takıma alman ekolü hoca lazım gerçekten ama benim az da olsa mourinho ile umudum var,3 stars,0.25822481513023376
"Mourinho: ""Sol bek tavsiyesi alabilirim"" video - Fenerbahçe, , - Sporx TV https://ift.tt/OXM3lyc
#fenerbahce",1 star,0.3105642795562744
Mourinho ilk Avrupa sonra diğer sene lig diyorsa mesela? Keşke dese. Ben olsam şuan bunu derdim. Bu adam ne kadar başarısız gözüksede ki başarısız bir planı olmalı vardır olmalı diye kafadan birşeyleri çıkaramıyorum. Paranoyak olduk bitirdin bizi Ali koç teşekkürler aq,1 star,0.5525293350219727
Köy takımını daha zar zor yeniyorlar Mourinho ananı sikeyim,1 star,0.3684794306755066
"Ali Koç,Acun,mourinho istifa",1 star,0.2800295352935791
Yönetim bu hocaya sahip çıkıp  arkasında durmalı Samsun maçından sonra gördüğüm kadarıyla yönetim sisteme karşı teslim bayrağını çekmiş hocayı yanlız bıraktılar Mourinho köprüden sonraki son çıkıştır eğer başarısız olupta gönderilmeye kalkılırsa futbol şubesini kapatıp gidilmeli,1 star,0.6378933787345886
Mourinho devam ederse kimi getirirsen getir fark etmeyecek.,3 stars,0.2475776970386505
Buna Mourinho bile inanmıyor,1 star,0.3131493926048279
İyi demiş hocam benim en güzel cevapları veriyor her zaman Jose Mourinho sana inanmayanın amk,5 stars,0.5495291352272034
"Dalga geçiyor anlarsın ya kanziii
Galatasaray'dan evinde 3 gol yiyiyor.
5 puan farkı açılıyor
Hoca moca değil Mourinho",1 star,0.41335564851760864
mourinho amı götü dağıtmış belli gsme şampiyonluk hayırlı olsun,1 star,0.2558923363685608
"Dayak yiyen İngiliz taraftarların, Milli değerlerimize küfür ettiği iddia ediliyor.",1 star,0.5980066061019897
Büyük takım vura vura kıra kıra oynar. Mourinho da bunun farkında olsa iyi olur,4 stars,0.35276442766189575
"@Kinli_Fener
 Mourinho ile alakalı bilgi varmı karın ağrısı neymiş neden böyle aptalca futbol oynatıyor istediği transferler yapılmadı mı?",1 star,0.5414908528327942
"1/7 - Mourinho'nun Branco'ya şikayet ettiği 7 oyuncudan birincisi: İsmail Yüksek. 

Alanını kaybetmesi ve panik yapmasından şikayetçi. Mourinho, oyuncuları tek tek küstürmeye devam ediyor.",1 star,0.5113207697868347
"Manchester Utd. TD. Erik ten Hag ve Christian Eriksen, Ataşehir'de soruları yanıtladı.
Hollandalı teknik adam;
- ""Fenerbahçe maçında stadyum oyuncular için motivasyon olacak""
-  ""Avrupa Ligi bizim için bir hedef""
- ""Eminim ki Mourinho, Fenerbahçe’yi hedefe ulaştıracaktır""",3 stars,0.2781639099121094
Bizim mourinho 40’lık dzeko’yu 90 dk oynatır .,5 stars,0.43609893321990967
"Mourinho'ya aptalca soru soranlarda bugün: İrfan Yirmibeş

Fenerbahçe geçen seneye göre daha yavaşmış, Mourinho öz eleştiri yapacak mıymış...
Nerden biliyorsun? Neye göre yavaş? Ölçtün mü? Elinde yavaşlık verisi mi var?

Hocaya ""sizce bu sene daha yavaş mı oynuyoruz"" sorusunu",1 star,0.47456681728363037
"Jose Mourinho: ""Manchester United'a karşı 11'e 11 kazanamayız. Yarın 35 bin kişinin arkamızda olmasına ihtiyacımız var.""",1 star,0.35517221689224243
Fenerbahçe  Galibiyet Alcak'da Bu Sene Biz Görcez Yarrak Gibi Oyun Oynuyoruz Nasıl Kazancaz Gidip Samsuna Puan Verip Manu Yeniyorsa Yine Görüntü Skim Mourinho'nun,1 star,0.2926490902900696
Birileri  imza torenindeki mourinho yu getirsin bunu alip portekize biraksinlar,1 star,0.4385572373867035
" “Jose Mourinho önderliğinde 35 bin ateşli taraftarın önünde böyle bir teste hazır mısınız?”

 Erik ten Hag: “Bizim oyuncularımız bu konuda deneyimli. Böyle bir atmosferde birçok maç oynadık. Oyuncularımız hazır, bu bizim için bir motivasyon olacak.”",5 stars,0.4808848798274994
"Yarım tribünlerde şundan görmek istiyorum 

Mourinho Tusaş İcardi Yunus #Tusaş #Patlama",1 star,0.27684852480888367
2025’te yayınlanacak mourinho belgeselinin son sahnesi,4 stars,0.22252342104911804
"Erik ten Hag: ""Son yıllarda Mourinho da, ben de birçok kupa kazandık. Ancak futbolda her sezon kendinizi kanıtlamanız gerekiyor. Bunu yapamadığınızda eleştiriliyorsunuz.""",3 stars,0.2514367401599884
"sercan hamzaoğlu da milli ara öncesi Mourinho yeni sözleşmelerin, maaş zamlarının yapılmasını bekliyo dedi diye hatırlıyom",1 star,0.333271324634552
Mourinho size söylüyor maçlarda pozisyon tekrarını adaletli verin diye yoksa çocuğunuzdan çocuğunuzdan çıkar anlamazsınız,1 star,0.38203883171081543
O ne amk,1 star,0.3337920308113098
Devlet Bahçeli ve Özgür Özel x.com/Jams_BJK/statu…,5 stars,0.40931931138038635
Ee kardeşim romanın başında mourinho vardı o zaman şuan görüyoruz halini adamların sağ kanatı geçen sene Adana Demirsporporda kadroya giremiyordu senin forvetinde osimhen oynuyor ama yine şunlara karşı rahat galibiyet alamıyorsun,1 star,0.3793277442455292
yeri cehennem ateşi de bol olsun,3 stars,0.33399268984794617
"Türk basini diye bir sey yok hepsi bir takimin amigosu, adam gibi soru soran yok Mourinho bunlara ne yapsa az´dir!",1 star,0.7548099160194397
Erik ten Hag: “Mourinho çok fazla kupa kazandı fakat futbolda her yıl kendinizi tekrar ispatlamanız gerekiyor. Çünkü kazanamadığınızda eleştirilirsiniz. Önemli olan yıl sonunda nereye geldiğiniz. Ben Mourinho'nun Fenerbahçe'yi en iyi performansına ulaştıracağına inanıyorum.”,1 star,0.25830212235450745
"""Jose Mourinho önderliğinde 35 bin ateşli taraftarın karşısında böyle bir teste hazır mısınız?""

Erik ten Hag: ""Bizim oyuncularımız bu konuda tecrübeli. Böyle atmosferde çok fazla maç oynadık. Oyuncularımız hazır, bu bizim için bir motivasyon olacak.""",5 stars,0.3226982057094574
"Flick Barcelona’sı Mourinho dönemi Real Madrid’in kontra ataklarını hatırlattı bana. Direkt ayağa isabetli uzun toplar, %95 gol diyorsun.",1 star,0.26148757338523865
darbe oluyor anani sikeyim mourinho osayi yerine mert düldül ü oynatırsan olacağı buydu,1 star,0.7004041075706482
rehine mossad amed interneti dhkpc uzay sanayii aş ankara'ya bengisu istihbarat amed erişim özel harekat barış alper yılmaz kaan ayhan içerden jose mourinho şehitlerimize Allah'tan #tusaş,1 star,0.49269577860832214
Fenerbahçe bunu sezon başında yapması lazımdı dybala veya taliscayi kes sesini Mourinho diyip indiricekti istemese bile Fenerbahçe için çocukluğunda galatasarayli babasından dayak yemiş biri olarak artık takım tutmama kararı alma aşamasındayım okadar bıktım üzülmekten yeter,3 stars,0.27655085921287537
"Fenerbahçe’nin şu anda Mourinho’ya aksiyon alamayacağını, verilen her reaksiyonun onu yıpratmak olduğunu ve süreç krize dönerse Fenerbahçenin en az 3 senesine de mal olacağının farkındasındır o zaman. İyi bir başlangıç olmadı ama bu iyileşmeyeceği anlamına gelmiyor, yangını",1 star,0.6767603754997253
"Fenerbahçe yönetiminin  Mourinho yoya sunduğu  Futbolcular. 
Zaych, Crespo, Krunic, Kent, Samet  ,Serdar , Levent  Mercan,  Emre  Mor .
Bu Futbolcuları İsmail Kartal  bile oynatmırordu.",1 star,0.3080816864967346
" ""Jose Mourinho önderliğinde 35 bin ateşli taraftarın karşısında böyle bir teste hazır mısınız?""

Erik ten Hag: ""Bizim oyuncularımız bu konuda tecrübeli. Böyle atmosferde çok fazla maç oynadık. Oyuncularımız hazır, bu bizim için bir motivasyon olacak.""",5 stars,0.3226982057094574
Sen ne diyon la nordşelampikten 6 yemedin mi konfeti liginde. Kadroyu koruduk üstüne katkı yaptık mourinho getirdik demeyi biliyosunuz ?,1 star,0.444585919380188
bu mourinho öyle böyle hainlik yapmadı bize  sen nasıl madara oluyosun bu takıma Allahın cezası,1 star,0.7942682504653931
"Mourinho ya sahip çık başkan arkasında dur . SosyaL medya gazına gelme , aptal saptal taraftar gazına gelme.Heeee çok gizli b planını da yap sezon sonu için o ayrı. düşmana taktik veriyorum gibi oldu ama ne yapayım.",1 star,0.3945118486881256
Ve sen hala Mourinho eleştiriyon. Bırak sonunu getirsin işte.,5 stars,0.2651479244232178
"adam yazmış ya cümlenin başına ""ingilizler arası osmanlı ile kötüydü"" diye . mal mısın aq",1 star,0.6676932573318481
Osman Öcalan'ın trt ye çıkması gibi bir durum :D yine haberimiz yoktu ayağına yatıyorlar :D,1 star,0.49471649527549744
"Galatasaray tekrardan Avrupa Ligi'ni kazanabilir mi?

UEFA Başkanı Ceferin:  """"",1 star,0.4052531123161316
"Yumurtalıklarına yetecek beton kaynağı dünyada hiç var olmadı. Kral  jose mourinho 
@mourinhoturkiye",1 star,0.6139739155769348
Furkan manu nun basinda mourinho olmasi yenemezdik bu maçı,1 star,0.5976355075836182
sen bi ligde ilk önce lobini kur üst üste 3-4 kere şampiyon ol kasana parayı koy cl geliriyle sonra kadronu seviyeni yükselt ondan sonra avrupada ilerlemeyi düşünürsün benim kafamdaki mourinhoyu bırak senin kafandaki o çok inandığın mourinho bile sana getireme avrupa kupasını,5 stars,0.2877797484397888
Hiç bir şey demiyor tabiki. Bir şey derse çıkartmazlar sonra oralara. En kolayı şuan Mourinho'ya sallamak,1 star,0.4254552721977234
"Mourinho, nun istediklerini almadilar
Simdi onlara yonelder

Bilerek boyle oynatiyor
Bilerek solbek varken, Samet’i aldi

Yonetime mesaj
Oyle mi? 
Gel boyle",1 star,0.5090513825416565
abim benim bu kadar kötü ingilizcen de olmasın ya o kadar muhabirsin ne bileyim öğren biraz geçen de mourinho’ya white tv demişti ağlayacaz,1 star,0.6247806549072266
Bu adam jose mourinho olamaz aq kovulmak için deli taklidi yapıyor,1 star,0.4599582850933075
"Lille OSC maçında taş gibi oynayan takımın ve oyunun bozulmasının nedenleri.

• Osayi Samuel’in sözleşme için istediği 2,5M€ maaş + 1,5 M€ imza parası

• İrfan Can’ın geçen seneki maaş zararının Euro kurundan telafi edilmemesi

• Jayden yeni sözleşme talebi",1 star,0.5244913101196289
Mourinho artık skor medyasının yorumlarına gülüyor ve cevap bile vermiyor. Szymanski de aynı şekilde güldü ve hocasına baktı. Takımda MOU etkisi iyiden iyiye hissediliyor. Gerzek yorumlara MOU ve takım artık gülüp geçiyor. 33 yıllık gazeteciyim skor medyasından artık utanıyorum.,1 star,0.33564233779907227
Fenerbahçe-Manchester United maçı öncesi Mourinho basın toplantısıyla başladık. Yarınki maçı konuşuyoruz.,1 star,0.2503383755683899
