week,text,sentiment,score
1," UEFA Avrupa Ligi'nde şu ana kadar lig etabına katılmaya hak kazanan takımlar:

 FENERBAHÇE
 Roma",LABEL_0,0.9509387016296387
1,"Yeniler, Mourinho dokunuşlarından sonra büyük katkı yapacak gibi gözüküyor. Syzmanski gibi son dönemde form sorunu yaşayan ve sürekli aşağı çekilen oyuncuların grafiğinin de yükselmesini ve oyuna gerçek katkı yapmasını bekleriz.",LABEL_1,0.9332874417304993
1,Valla tamam her yere Atatürk yazdır çimlerin üstü dahil ama adam gibi transferler yap. Yeter artık. Mourinho gibi adamı da rezil etme,LABEL_2,0.5593200922012329
1,Bak mourinho'ya bile ders vermişler amk sürekli Galatasaray hakkında demeç vereceksin diye daha dakika 1 başladı Galatasaray hakkında konuşmaya herif lan bırakın işini yapsın ama olmaz işin içerisinde mutlaka Galatasaray da olmalı ki taraftarlar kötü sonuç olursa sakin olsun ,LABEL_2,0.9938627481460571
1,"Fenerbahçe'den Mourinho Açıklaması

 'Hocamızın Sözleri Kasten Saptırılıyor'",LABEL_2,0.9153580069541931
1,Mourinho bence artık dişini göstermeye başlamıştır. Yakında gelenler ve gidenlerle ilgili transfer haberleri gelir,LABEL_1,0.9552963376045227
1,"Jose Mourinho: Maçtaki penaltıyla ilgili bir şey demesem benim için daha iyi olur. Son zamanlarda benim başıma gelen diğer olaylara veya Avrupa Şampiyonası'nda olaylara baktığımda bunun neden penaltı olduğunu sadece hakem biliyor. Ben takımımla gurur duyuyorum."" (Exxen)",LABEL_1,0.9086167812347412
1,"Yağız Sabuncuoğlu; “Mourinho’nun Fenerbahçe’ye 2 yıllık maliyeti 47 milyon Euro.”

 Lig galibiyet: 160 bin euro
 Ön eleme:  0

 Kalan : 46 milyon 840 bin..

Batacaklar yakında ",LABEL_2,0.8431097269058228
1,Gitme kal Ferdi Kadıoğlu,LABEL_1,0.5140765309333801
1,Allah'ın rezil yöneticileri sizi. Ulan bikere yüzümüzü kara çıkarmayın bari be. Mourinho alınmışken bari bunu yapmayın adama imza attırırken plan proje yrak kürek konuşturuyordunuz. Sizin ben cam tavanınızı.......,LABEL_2,0.9940008521080017
1,"Mauro İcardi : “Mourinho gibi bir hocanın böyle konuşması enteresan. Büyük kulüplerde böyle şeyler yapmazdı” demiş

Yiğidi öldür, hakkını yeme)) Fenere çok fena saplamış))",LABEL_2,0.9923959970474243
1,İsmail neden yapamadı o zaman hem mourinho her şeyin en iyisini bilir Çağlar gayet iyi oynuyor nerenle izliyorsun maçı sen hem yok dayı küme düşmeye oynarız rahat ol sen ama bence küme düşeriz futbol bilgin bu kadar yapacak bir şey yok,LABEL_2,0.9898359179496765
1,"Fenerbahçe şampiyon olacak, Avrupa Kupasını alacak.
Mourinho sezon boyunca Okan Buruk'a futbol dersi verecek.(Tabi Okan sezon sonunu görürse) 
Galatasaray Young Boys'a elenecek, gruptan çıkamayacak. 
Bunlar Ali Koç ve Acun 'a rağmen olacak.",LABEL_2,0.7220135927200317
1,Aslında düzgün bir sol açığımız olsaydı geçen sezon Tadic bu Mertens ve Rafa Silva'nın rolünü  üstlenirdi.Mourinho'nun planı zaten muhtemelen Tadic'i forvet arkasında oynatmak olacaktır bu sezon. Szymanski'ye de varsa 15-16 teklif hemen kurtulmamız lazım ondan da.,LABEL_1,0.7092152833938599
1,Rıdvan ridvannnnnn Mourinho Chelsea ile Inter ile kazandı Madrid ile kazandı zaten dünyada bu kupayı kazanabilecek 20 takım varsa o takımlar bunlar işte.. Mourinho winner bir teknik direktörü fenerle Avrupa ligini kazansın da görelim gotunu.... Boş boş salak saçma yorumlar yazma,LABEL_2,0.744184136390686
1,Yıl olmuş 2024 fenerbahçe başkanı geçinen kişi hala transfer sezonunun başında ve ortasında transfer yapmıyor. O kadar cahiller ki bu adamı seçtiniz ya bunun bedelini 3 sene ödeyeceğiz. Şimdi şampiyon olunca başarı mı gelmiş olacak? Mourinho lig şampiyonluğu için mi geldi?,LABEL_2,0.9928157329559326
1,Sevilla daha yeni Mourinho ile finalde kaybetti yanlış istatistik,LABEL_2,0.9923477172851562
1,mener düşmanlığına mourinho düşmanlığı da ekledik katalog genişledi chat,LABEL_1,0.9751710891723633
1,Mourinho’nun CV’si gibi liste.,LABEL_0,0.9994609951972961
1,"Herkes farkında mı bilmiyorum ama Mourinho iki açıklama yaptı yediden yetmişe hepsi kudurmuş gibi cevap yetiştirme telaşesinde. Peki Mourinho napıyor, sikinde bile değil ve yakında yine konuşacak bunlar yine salyalar içinde cevap vermek için koşturacak. Sadece susup izleyin. :))",LABEL_2,0.9906376600265503
1,"Takımında orta saha yok , iki sol bekin de satılacak ama hala Galatasaray ile uğraşıyor bizim fenolar  Mourinho gibi hoca getirdik inşallah illallah edip gitmez sezon ortası bu yönetim ve yönetime ses çıkarmayanlar yüzünden",LABEL_2,0.7370789051055908
1,Barbarlıksa barbarlık karısını s*ktirten adama da entellektüel muammelesi yapmasın sanki filozof da üst perdeden konuşuyor alagavat,LABEL_2,0.977967381477356
1,2 dk ile mutlu oluyorsun yazık gerçekten ardacım futbol olarak çok geri gidersin maç oynamadan nasıl geliseceksin bir düşün istersen kiralık olarak yuvana dön Mourinho ile bak nasıl gelisiyorsun,LABEL_2,0.9934281706809998
1,Hayırlısı olsun ,LABEL_1,0.9913530945777893
1,"Mutluluk, hayatta her zaman mükemmel şeylere sahip olmakla değil, sahip olduklarının değerini bilmekle gelir 

Yarın bugünden daha mutlu geçsin 

İyi geceler 

#Fenerbahçe #Mourınho #Alikoç",LABEL_1,0.9868676662445068
1,Biraz destekli sallasan diyorum. isteseymiş şampiyonlar ligine kalırmış. Onun için Mourinho gerim gerim gerildi maç sonu,LABEL_2,0.9820905327796936
1,Mourinho ne isterse onu aldılar. Dolayısıyla arkadaş Mourinho'yu eleştiriyor daha 1. haftadan.,LABEL_2,0.9690558910369873
1,Farz edelim senaryo yazdı.Peki yazılan senaryonun neresi gerçeğe uygun değil.Hani nerede yapılması gereken transferler?Bak göreceksinz Mourinho çekip gideck sizin bu iş bilmezliğiniz yüzünden.Türkiye 'ye rezil olduğumuz yetmemiş gibi tüm dünya'ya da olacağız. Mourinho ezecek sizi,LABEL_2,0.994600772857666
1,butun etkilesim hakkını mourinho twitinde kullandık galiba,LABEL_1,0.9566356539726257
1,"Futbol artık eski futbol değil mesela real Madrid -Atalanta maçında kalite farkı yok. Bütçelere bak kadro değerlerine çok fark var. Artık oyuncular değil teknik direktör takımı hepsi. 

Mourinho bu açıdan Fenerbahçe için değerli..",LABEL_1,0.9254835844039917
1,her şeyi geçtikte sana nasıl veda edecez amk,LABEL_2,0.9935258626937866
1,"Fenerbahçe Tribünleri istiyor Mourinho İrfancan Kayveci'yi Çağırıyor

Geceye bir edit te ben bırakayım dedim...

#fenerbahçe #Lille #SampiyonlarLigi #ChampionsLeague",LABEL_1,0.7576940655708313
1,"3 Eylül Tsi 01:00 
Mourinho İrfan Can Eğribayatı 8 numara kullanmayı düşünüyor.",LABEL_0,0.9977881908416748
1,Mourinho ayni Aykut kocaman futbolu oynatiyor defans,LABEL_1,0.7254599332809448
1,mourinho hocamın sonuna kadar arkasındayız zaten ama iso hocama çok büyük mobbing uygulandı,LABEL_2,0.9747506976127625
1,Mourinho ilk Lille maçında Kruniçte ısrar etmesen şu an tur atlamıştık belkide ..,LABEL_1,0.9794973134994507
1,Boş yapma ya adam mourinho aşığı o yayında mou olmasa maç buraya bile gelemezdi diyor,LABEL_2,0.9888349175453186
1,Fenerbahçe'den Mourinho açıklaması!,LABEL_0,0.998573899269104
1,"Albayrak “daha dün geldin”diye Mourınho’ya sallamış.Bunlar kural bilmez ve kural tanımazlar.Sahanın içine girmek kurallara aykırı ise cezası vardır. Konuşulması gereken budur.Mourınho’nun ne zaman geldiği konuşulmaz.Ama konuyu saptırmak işte böyle yapılıyor.
@TFF_Org
 @Fenerbahce",LABEL_2,0.9874095320701599
1,Bencede fener paraya ikna o para ile alınacak oyuncu bellidir. Mourinho da hem 6 hem 8 oynayabilecek tek bir adam istiyor ortaya. Bakalimm,LABEL_1,0.8614059686660767
1,"bunak ancelotti bu sene kovulur. trilyonluk takıma oynattığı oyuna bak. tıpkı bizim eski kafalı mourinho gibi. nba maçı gibi, bir o sahada bir bu sahada top. umarız erken kovulur da mourinho gider madrid'e. olacak senaryo bu",LABEL_2,0.9923537969589233
1,"Sana ne lan sen kimsinki
Mourinho eleştiriyorsun yalaka herif",LABEL_2,0.9945210218429565
1,GDALDBQŞNFŞWJFŞWKWNRKW AMK ALIŞKANLIK OLMUŞ FOTOYA GİRİNCE İDRAK EDEMEDİM FERDİNİN YANINDAKİ KADINA TIKLADIM AMK,LABEL_2,0.9945855736732483
1,"Kesinlikle doğru, Oğuz Aydını oynadığı maçlarda hiç beğenmedim, Mourinho da beğenmiyor ki hiç oyuna bile almıyor sonradan, Levent nerde onu ben de bilmiyorum, sokayım sizin yöneteceğiniz takıma lan ŞL şampiyonluktan bile daha önemliydi onu önemsemeyen şampiyonluğu mu önemser",LABEL_2,0.9945743680000305
1,Mourinho ayarlarını bozmuş.,LABEL_0,0.9984134435653687
1,"Mourinho’nun Szymanski yerine bu adamları isteyeceğinden, bu adamların Szymanski’den 3 gömlek üstün futbolcu olduğunu bildiğinden şüphem yok. Ali Koç’un pahalı alamayız dediğinden de adım kadar eminim.",LABEL_1,0.9800206422805786
1,Mourinho sürekli konussun siz ucl gidemeyin aq avutun kendınızı,LABEL_2,0.9900577664375305
1,Rus takımına katekulleyle satmışlar yine himm*tsaray,LABEL_2,0.5456953048706055
1,"Ne zamanki gururlarindan ödün verirler, ne zaman ki biz artik diğerlerinden geriyiz derler, o zaman ileri doğru adım atmaya baslarlar. Yoksa Mourinho getirmişsin, Guardiola getirmissin fayda etmez. Zira büyüklüğünü kaybettin.",LABEL_2,0.9941925406455994
1,"Jose Mourinho'nun tam 6 dil konuşabildiğini biliyormuydunuz? #mourinho #... https://youtube.com/shorts/P0V6qkhAxcw?si=DlMjZGT_CZllAMfM… 
@YouTube
 aracılığıyla",LABEL_1,0.9756296277046204
1,Beklediğimden erken başladı algılara ve ağlayışlara.  Tahminen 7-8. haftalarda başlar dedim ama yanıldım. #Fenerbahçe yönetimi bu adama ne anlatmış? Ya da #Mourinho durumu çözüp #fb taraftarını tiye mi alıyor? Sanki geçen sezon da o yönetmiş de elinden şekerini almışlar gibi..!,LABEL_2,0.9259026050567627
1,Ulen mourinho da olsan fb ye gelince Galatasaray a verilen kararlara sallıyorsun koskoca mourinho ne hallere düştü,LABEL_2,0.9916269779205322
1,"Bu eşşeklerin rüyalarını süsleyen, futbolu sevdiren mourinho’yu eleştirmeleri de garip değil mi?",LABEL_2,0.6216058731079102
1,"En geç 10/15 gün içerisinde tüm Türkiye be Avrupa Mourinho’nun yenilmez armadasını görecek ve izleyecek.14/08/2024 bu da burada kalsın tarihiyle,biz takımımıza güveniyor,sonuna kadar desteğe devam edeceğiz inşallah güzel günler göreceğiz…",LABEL_1,0.9886051416397095
1,Keşke Mourinho yerine seni teknik direktör yapsaydık,LABEL_1,0.9486292600631714
1,"Fenerbahçe'de Ali Koç çılgına döndü: Mourinho ile konuşup 3 ismin biletini kesti! - F5 Haber https://ift.tt/i4ur51v
#fenerbahce",LABEL_1,0.8321553468704224
1,"@ZOnderOzen
 ıııııııı ıııııııı Zorla hele zorla  bakalım da mourinho yu kadar savunmaya çalışacaksın ıkın önder  ıkınnnnn Ulan adam elenmiş elenmiş neymiş Elenecek diye 85. dakikada üçüncü santrafor oyuna Sokmuş ne muhteşem hoca yemin ediyorum komiksiniz ya utanıyorum sizden ya",LABEL_2,0.9863086342811584
1,Mourinho davası yolunda bizzinho,LABEL_1,0.9372687935829163
1,"Ulan beyinsiz embesil sen harbi vizyonsuz gerizekalının tekisin ahmak herif 

Mourinho'nun kararını mı sorguluyorum beyninisiktiğim

Mourinho'nun 1. tercihi yalanıyla bize yine bi vasatı kitlediler diyorum bunu bile anlayamayacak kadar ahmak ve çapsız gevşek piçintekisin amk",LABEL_2,0.9958916902542114
1,Amk kimse demiyor ki mourinho neden fb de,LABEL_2,0.9917287230491638
1,Fenerbahce kazanmak için herşeyi yaptı ancak şansızlık olmadı. Mourinho sanki en nesiri ikinci yarı başlarken oyuna alsa daha fazla etkili olabilirdi. Dün akşam için en sevindirici taraf Fenerbahçe'nin iyi mücadele etmesi ve güzel oynaması sezon için umut verdi #sonsayfa,LABEL_1,0.953665018081665
1,Bir sağ bek bir sol bek bir 6 numara ve 8/10 oynayabilen oyuncu almamız lazım yoksa işimiz zor,LABEL_2,0.9783164858818054
1,"Yalan bence, Ali nasıl olsa seçimi kazandı 1 tane yarı sağlam yarı çürük bi 6 no işe taraftarın gazını alıp yoluna devam eder ilk günah keçisi Branco.    Sonra Acun.  Daha sonra Mourinho ",LABEL_2,0.9924081563949585
1,Bugün Mourinho açıklamasından sonra ödenmiştir adam başkandan daha çok savunuyor Galatasarayı,LABEL_1,0.9562031626701355
1,Fifadaki karakter çubuğu kıpkırmızı,LABEL_1,0.5563809871673584
1,en büyük faktörü kadro kalitesi faktörü eğer ki kadrodan avantajlıysan abi mal da olsan oç da olsan abi kahpe evladı da olsan her türlü kralsın (okansız ancelotti mourinho,LABEL_1,0.9847540855407715
1,Arda o kadar winnerki son 10 yılda aldığımız tek kupada o vardı aq,LABEL_1,0.9832043647766113
1,Mourinho sanki ilk Lille macı öncesi demeçleri ile bizi UEFA Avrupa Ligi'ne hazırladı. Camia da iyi mücadele ettik şampiyonlar ligi olursa olur olmaz ise de bizim üstümüzde bir turnuva zaten havası var #sonsayfa,LABEL_1,0.9760682582855225
1,Şampiyon olduğumuz senenin 2. yarısından beri takım sürünüyor.o sezon lig 5 hafta daha uzun olsaydı nerdeyse şampiyon bile olamıyorduk.madem çok matah hocaydı neden bırakıp gitti?Tekrar geldikten bu yana ne değişti?Bu mourinho’mu ki bi 10 hafta daha beklensin?olmayacak dua..,LABEL_2,0.9949959516525269
1,Mourinho Calafiori gibi onu da yetiştirir takmıyorum kafama hiç,LABEL_2,0.9664589166641235
1,Bu masmaalesef doğru beyler,LABEL_1,0.9855824708938599
1,Vatan dedigin bu yiğitler bide bu yiğitleri doğuran analar,LABEL_1,0.9542126059532166
1,Mourinho efendi suyun ısınmaya başladı farkında mısın bilmiyorum ama,LABEL_1,0.9076287150382996
1,"@umitozdag
 bunun içinmi mourinho",LABEL_1,0.9844130873680115
1,Galatasaraylıyım ve hak veriyorum Mourinho ya. Gerçekçi olmak lazım. Bizim takımlarımız şampiyonlar ligi seviyesinde değil. Dortmund manu vs çıkıp biz Avrupa ligi takımı değiliz derse anlarım ama biz o durumda değiliz.Sorunu kabullenmek sorunu çözmenin bir adımıdır.,LABEL_1,0.5647679567337036
1,Haftaya babanın saflardayız,LABEL_1,0.983251690864563
1,Ayrıca Mourinho nun suçu yok lafına da katılmıyorum. İrfan varken tadic sağda oynamaz. Becao varken çağlar oynamaz. Osai ve Mert bu sene birbirinden kötü oraya transfer şart. Dzeko dökülüyor en Neysri inşallah hazır olmadığı için böyledir. İkisi böyleyken neden Cenk 3. Forvet,LABEL_2,0.9931219220161438
1,"Ee Aykut unda alındı, Ersun unda alındı, Jesus un bile alındı İsmail Kartal kadar savunulan olmadı. Bırakın artık İsmail Kartalı hocanız Mourinho.",LABEL_2,0.8936784863471985
1,Bide abi mourinho euro2024 de hep sebayi çok beğendiğini söylüyordu,LABEL_1,0.9761181473731995
1,"Antrenmanlarda çalışıp, maçlarda uyguluyorlar.",LABEL_0,0.999657154083252
1,Türkiye'de enayiler olduğu sürece Mourinho'da kazanacak jesus ta kazanacak,LABEL_1,0.7680193185806274
1,Mourinho’yu bile çıldırttı bu ikisi…,LABEL_2,0.9761910438537598
1,"Beterini hak etti. İsmail Kartal'ı göndermek için yırtınanlar Jose Mourinho için ""Tarzı bu."" deyip sustular.
Jose Mourinho'ya yapılan yalakalık İsmail Kartal'a yapılsaydı, desteklenseydi şampiyonduk.
Ama Olimpiyakos maçını Fred çıktığı için kaybettik sanan sakaklardan ne beklenir",LABEL_1,0.6115720272064209
1,İyi ki Mourinho geldi ki siz gibi 1 maçta oyuncular üzerinden algı yapan kisileri falan takmaz,LABEL_1,0.9567974805831909
1,bizim hocamız Mourinho tehlikenin farkındasınız değil mi her kulvarı fethedecek,LABEL_1,0.9812180995941162
1,Ama sen Fenebahçesin geçemesin diyip Mourinho körüklüyor bizim Fenerliler ,LABEL_2,0.9855090975761414
1,Buradaki bir çok kardeşim Zico dönemini canlı izlememiştir belki ama Joga Bonito yani keyif veren güzel oyun oynattığı falan yoktu Ziconun çoğu maçı Semih yedek kulübesinden girip kurtardı ligde. Mourinho’nun başarılı olduğu dönemden sonra da dünya futbolu üç kere falan değişti.,LABEL_1,0.6256480813026428
1,Boşuna demedi Mourinho baba ünlü olmak isteyen beni konuşuyor diye ahahahahahahha I LOVE YOU HOCAM hemen atlamış,LABEL_1,0.5566324591636658
1,Hahahah akıllı olun sizide satın alırız,LABEL_1,0.9853014349937439
1,bu otobüs şoförü Mourinho'ya sallıyor ciddi ciddi,LABEL_2,0.9870609045028687
1,Fenerbahçe'den Mourinho açıklaması #fenerbahçe #mourinho  - https://borsagundem.net/haber/fenerbahceden-mourinho-aciklamasi-1812539…,LABEL_1,0.9792873859405518
1,"Kime saracağız ? Tabiki Ali Koç , acın ve branco’ya   Hele bir şampiyonluk giderse Mourinho değil kralına sararız. Söz vermeye gerek kalmayacak kadro kuracağım dedi.",LABEL_1,0.9420686364173889
1,"Fenerbahçe'den Jose Mourinho ile ilgili dikkat çeken bir açıklama geldi.

Fenerbahçe Futbol A Takımı Medya Sorumlusu Alper Yemeniciler, Portekizli teknik adamın Lille maçının ardından yaptığı, ""Ben transfer için yalvarmam"" sözlerine açıklık getirdi.

Yemeniciler, yaptığı",LABEL_1,0.7635685801506042
1,Gerçek değil bu benim komşum ,LABEL_2,0.8907531499862671
1,"@acunilicali
 sana diyor",LABEL_1,0.9713043570518494
1,Bu twiti sakla.. dediğin tarihte Mourinho şov yapıyor olacak gs nin başında da Fatih Terim olacak,LABEL_1,0.8506850004196167
1,"""Rüya Kadro bu mu?"" #fenerbahçe #lille #mourinho #alikoç #röportaj #tran... https://youtube.com/shorts/5dalMz9z3LA?si=1cf8URmZGcgw9OEs… 
@YouTube
 aracılığıyla
Yıl 2024 ve fener yine şampiyonlar liginde yok hahahhaha",LABEL_1,0.5633728504180908
1,"Mauro Icardi:

 ""Mourinho gibi hocanın önemsiz konuları konuşması enteresan. Büyük takımlarda bunu yapmazdı.""",LABEL_2,0.656999945640564
1,#sonsayfa Mourinho Okan Hocanın sahaya 4 metre girdiğini izlemiş ya şimdi de Okan Hocanın Şampiyonlar Ligine nasıl girdiğini izlesin,LABEL_1,0.921795666217804
1,Galatasaraydan başka işiniz yok mu sizin Mourinho getirip Şampiyonlar ligine gidemediniz rezilsiniz kendi başarısızlıklarınızla meşgul olun yeteneksizler ,LABEL_2,0.9953153133392334
1,Onder Ozen: kus tasa carpti ve oyle elendi kaybetti Fenerbahce.,LABEL_2,0.9903745651245117
1,"Gözde ve Edanın kaptanlığının farkını José Mourinho'nun bir videosu üzerinden alıntıladığını hatırlıyorum.
Edanın iyi bir lider olduğunu söylemiştin.",LABEL_0,0.634319543838501
1,3-4 metrenin detayına kadar her şeyi rahatlıkla söyleyen Mourinho bunu da istese söylerdi diye düşündüm.,LABEL_1,0.9839805960655212
1,"Mourinho #Glatasaray’ın büyüklüğünü çok iyi biliyor, o da #Fenerbahçe’den gittikten sonra aynı cümleyi kuracak: Türkiye’de takımların tek hedefi var Galatasaray’ı yenmek! Galatasaray diğerleri için bir tür başarı kriteri!",LABEL_1,0.9588274955749512
1,"Abdurrahim Albayrak'tan Jose Mourinho'ya: 'Bir dur, daha dün geldin'",LABEL_1,0.9807763695716858
1,"Önder Özen:  “Jose Mourinho risk aldı, dengeyi bir miktar kaybetti. Cenk Tosun'u aldığında dengeyi tamamen kaybetti. Bu riski alırken fark yeme ile karşı karşıya kalabilirsiniz. Buna cesaret ettiyseniz, ben bunu alkışlarım.”",LABEL_1,0.6088977456092834
1,Mourinho cekmis kuluple dalga gecmeye calismayin amk kendinizi rezil etmeyin (besiktasliyim),LABEL_2,0.9541569352149963
1,emre mor kalsın isterdim kadroda olsa dün belki de uzatmalarda girip maçı çözecekti hiç bişey yapmasa savunmanın dengesini kolayca bozabilir mourinho hocamın maximumuyla olmasa da çokça faydalanabileceği bi topçu,LABEL_1,0.8988352417945862
1,Gerekirse tadici transferde kullanırız demiş mourinho (s.hzaolu),LABEL_1,0.9694443941116333
1,"Hey Allahim...

Ergen youtuber bak sen Mourinho beğenmiyor. 

Ve ciddi ciddi bu vasat altını takip edip izleyen seviyesi düşük insanlar var.",LABEL_2,0.9948900938034058
1,Sanırım çok iyi bi avukat olucam,LABEL_1,0.9888479709625244
1,"Aaa olur mu qa 
@acunilicali
 sorsan almıştık Mourinho kabul etmemiş qa yalancıları ",LABEL_2,0.9946839213371277
1,"Mourinho zaten hakem eleştirileriyle meşhur bı adam...ama geldiği yerin halini görünce yuh demiş olabilir içinden...sistem, UEFA çetesi falan nasıl manyak lan bunlar demiştir.tabi bu işin güzelliği başarısız olma ihtimalin yok. kaybettiğin her maç ve kupa için sistem diyebilirsin",LABEL_1,0.8461819887161255
1,"Mourinho hayatında ilk defa ön elemede elenmiş, Fenerbahçe gerçeğiyle yüzleşmiş. Fenerbahçe'nin acilen bir Anadolu takımını farklı yenmesi lazım! #FurkanBölükbaşıTutuklansın",LABEL_1,0.8337131142616272
1,"futbol özürlüsü , lille dedigin kadro galatasarydan daha degerli bir takım.adamlar 70milyon euro degerindeki kopenhaga elendiler sesleri cıkmadı. galatasaraylılar öyle bir algı peşindeki mourinho korkusundan, Fenerlileri acayip gaza getiriyorlar",LABEL_1,0.8065756559371948
1,"Mourinho eleştirileri kale alınmıyor ama bu durumda övecek tarafı yok. Ben bildiğimi okumaya devam edeyim. Mourinho sadece kendini sivri dilli sanıyor, ama esasında İcardi nin laf atması Mou'yu 100 e katlar  Lille laf attı sonuç belli, Gs ile uğraşırsa da aynısı olur #sonsayfa",LABEL_2,0.6654719114303589
1,Olması gereken değil olmak zorunda olan olan yapı bu başka türlüsü imkansız. Mourinho da getirsen cebine göre hareket etmek zorundasın. Sizin ego sandığınız cümleleri bence hocanın sorumlulugu üstlenmek için söyledikleri.,LABEL_2,0.9201699495315552
1,"Arda küfür ettiği ve hakemi tehdit ettiği için yedi. Mourinho çizgiye bastı ve itiraz etti. Oosterwolde sarı doğru karardı, bazı yorumcular sarı-kırmızı arasında kaldıklarını söylediler, hiç utanmıyorsunuz. Torreria'ya faul bile yok, golünüz ofsayt, penaltınızda Icardi kendini",LABEL_2,0.9602067470550537
1,"Mourinho'yu beğenmiyorsunuz abi. Sizi kim keser acaba? Ancelotti'yi mi istersiniz? O gelse onu da yersiniz. Bu ülkeye Real Madrid'in başından Del Bosque geldi, onu da yediniz. İspanya ile şampiyon olan Aragones geldi, Barcelona'dan Rijkaard. Hepsini yediniz. Siz  kimsiniz?",LABEL_2,0.9925506114959717
1,Ama bana Mourinho Pp li eleman FB en büyük diyordu nasıl olur bu,LABEL_1,0.9258279800415039
1,"Maç 1-0 iken Dzeko'yu çıkartıp Batshuayi almak yerine çift forvete dönseydik yine alırdık o maçı.
Bak dün akşam Mourinho 2 hatta 3 forveti sahaya sürerek 90 dk için sonuç aldı.
Dzeko 39 yaşında artık son 20 dk filan oyuna girerek katkı vermeli.Çok zorluyoruz vücudu kaldırmıyor.",LABEL_2,0.9939998388290405
1,Adam gelmeden önce tapanlar şimdi laf yapıyorlar sen nelere kadirsin fener hala Madrid en büyük mourinho diyip Porto’yu bile destekleyenler Okan Apo bundan büyük der oldular,LABEL_1,0.8774574995040894
1,"Önder Özen: ""Fenerbahçe bu taktik dehası hocasıyla sezon sonunda şampiyon olamazsa yorumculuğu bırakırım.""",LABEL_1,0.821610689163208
1,Yaklaşık 4bin din olduğu tahmin ediliyor. 4000 + hepsinin yalan olduğu senaryo yani 4001. Senin kazançlı olma ihtimalin 2/4001 onun kazançlı olma ihtimali 1/4001.,LABEL_2,0.9304469227790833
1,"Büyük Sanat Bu

HARİKA

--
Almiron Wanda Cher Ndour Neres Mourinho #AfraSaraçoğlu Branco süper kupa arda güler kuymak boğaziçi dedem icardi ayşegül aldinç memur s-400 karabük fatih altaylı kpss covid florya acuna trt 1 wanda dünya sağlık örgütü bank asya'ya alper #MaymunÇiçeği",LABEL_1,0.9845473170280457
1,"Mourinho'dan bu kadar korkmayın. 40 puan fark attığımız Beşiktaştan süper kupa da 5 yesek de, en az 5-6 bölgeye ihtiyacımız olmasına rağmen transfer yapmasak da, clden boey satışından her yerden para yağmasına rağmen borç batağında olsak da, iç karışıklarımız olsa da, bilgi",LABEL_1,0.9790149331092834
1,Tamam mourinho kötü hocs sen daha iyi biliyorsun,LABEL_1,0.6413158774375916
1,elinizde mi patladı yalamalarSpor yazarları Fenerbahçe'nin Lille karşılaşmasını değerlendirdi: Mourinho efekti yetmedi - Futbol Haberleri (http://haberturk.com),LABEL_2,0.9938947558403015
