week,text,sentiment,score
1,"Fenerbahçe şampiyon olacak, Avrupa Kupasını alacak.
Mourinho sezon boyunca Okan Buruk'a futbol dersi verecek.(Tabi Okan sezon sonunu görürse) 
Galatasaray Young Boys'a elenecek, gruptan çıkamayacak. 
Bunlar Ali Koç ve Acun 'a rağmen olacak.",positive,0.585982620716095
1,Aslında düzgün bir sol açığımız olsaydı geçen sezon Tadic bu Mertens ve Rafa Silva'nın rolünü  üstlenirdi.Mourinho'nun planı zaten muhtemelen Tadic'i forvet arkasında oynatmak olacaktır bu sezon. Szymanski'ye de varsa 15-16 teklif hemen kurtulmamız lazım ondan da.,negative,0.8847405910491943
1,Rıdvan ridvannnnnn Mourinho Chelsea ile Inter ile kazandı Madrid ile kazandı zaten dünyada bu kupayı kazanabilecek 20 takım varsa o takımlar bunlar işte.. Mourinho winner bir teknik direktörü fenerle Avrupa ligini kazansın da görelim gotunu.... Boş boş salak saçma yorumlar yazma,negative,0.566703200340271
1,Yıl olmuş 2024 fenerbahçe başkanı geçinen kişi hala transfer sezonunun başında ve ortasında transfer yapmıyor. O kadar cahiller ki bu adamı seçtiniz ya bunun bedelini 3 sene ödeyeceğiz. Şimdi şampiyon olunca başarı mı gelmiş olacak? Mourinho lig şampiyonluğu için mi geldi?,negative,0.9819320440292358
1,Sevilla daha yeni Mourinho ile finalde kaybetti yanlış istatistik,negative,0.9830070734024048
1,mener düşmanlığına mourinho düşmanlığı da ekledik katalog genişledi chat,negative,0.854849636554718
1,Mourinho’nun CV’si gibi liste.,positive,0.9936129450798035
1,"Herkes farkında mı bilmiyorum ama Mourinho iki açıklama yaptı yediden yetmişe hepsi kudurmuş gibi cevap yetiştirme telaşesinde. Peki Mourinho napıyor, sikinde bile değil ve yakında yine konuşacak bunlar yine salyalar içinde cevap vermek için koşturacak. Sadece susup izleyin. :))",positive,0.9987058639526367
1,"Takımında orta saha yok , iki sol bekin de satılacak ama hala Galatasaray ile uğraşıyor bizim fenolar  Mourinho gibi hoca getirdik inşallah illallah edip gitmez sezon ortası bu yönetim ve yönetime ses çıkarmayanlar yüzünden",negative,0.9983636736869812
1,Barbarlıksa barbarlık karısını s*ktirten adama da entellektüel muammelesi yapmasın sanki filozof da üst perdeden konuşuyor alagavat,negative,0.8616244196891785
1,2 dk ile mutlu oluyorsun yazık gerçekten ardacım futbol olarak çok geri gidersin maç oynamadan nasıl geliseceksin bir düşün istersen kiralık olarak yuvana dön Mourinho ile bak nasıl gelisiyorsun,negative,0.9887821078300476
1,Hayırlısı olsun ,positive,0.9424929022789001
1,"Mutluluk, hayatta her zaman mükemmel şeylere sahip olmakla değil, sahip olduklarının değerini bilmekle gelir 

Yarın bugünden daha mutlu geçsin 

İyi geceler 

#Fenerbahçe #Mourınho #Alikoç",positive,0.9931718111038208
1,Biraz destekli sallasan diyorum. isteseymiş şampiyonlar ligine kalırmış. Onun için Mourinho gerim gerim gerildi maç sonu,positive,0.8203048706054688
1,Mourinho ne isterse onu aldılar. Dolayısıyla arkadaş Mourinho'yu eleştiriyor daha 1. haftadan.,negative,0.785541832447052
1,Farz edelim senaryo yazdı.Peki yazılan senaryonun neresi gerçeğe uygun değil.Hani nerede yapılması gereken transferler?Bak göreceksinz Mourinho çekip gideck sizin bu iş bilmezliğiniz yüzünden.Türkiye 'ye rezil olduğumuz yetmemiş gibi tüm dünya'ya da olacağız. Mourinho ezecek sizi,negative,0.9976856708526611
1,butun etkilesim hakkını mourinho twitinde kullandık galiba,positive,0.9068699479103088
1,"Futbol artık eski futbol değil mesela real Madrid -Atalanta maçında kalite farkı yok. Bütçelere bak kadro değerlerine çok fark var. Artık oyuncular değil teknik direktör takımı hepsi. 

Mourinho bu açıdan Fenerbahçe için değerli..",positive,0.9664093255996704
1,her şeyi geçtikte sana nasıl veda edecez amk,positive,0.7615655064582825
1,"Fenerbahçe Tribünleri istiyor Mourinho İrfancan Kayveci'yi Çağırıyor

Geceye bir edit te ben bırakayım dedim...

#fenerbahçe #Lille #SampiyonlarLigi #ChampionsLeague",negative,0.9373750686645508
1,"3 Eylül Tsi 01:00 
Mourinho İrfan Can Eğribayatı 8 numara kullanmayı düşünüyor.",negative,0.5314993262290955
1,Mourinho ayni Aykut kocaman futbolu oynatiyor defans,negative,0.8259695768356323
1,mourinho hocamın sonuna kadar arkasındayız zaten ama iso hocama çok büyük mobbing uygulandı,negative,0.9844678044319153
1,Mourinho ilk Lille maçında Kruniçte ısrar etmesen şu an tur atlamıştık belkide ..,positive,0.6325962543487549
1,Boş yapma ya adam mourinho aşığı o yayında mou olmasa maç buraya bile gelemezdi diyor,negative,0.9656628370285034
1,Fenerbahçe'den Mourinho açıklaması!,positive,0.5467356443405151
1,"Albayrak “daha dün geldin”diye Mourınho’ya sallamış.Bunlar kural bilmez ve kural tanımazlar.Sahanın içine girmek kurallara aykırı ise cezası vardır. Konuşulması gereken budur.Mourınho’nun ne zaman geldiği konuşulmaz.Ama konuyu saptırmak işte böyle yapılıyor.
@TFF_Org
 @Fenerbahce",negative,0.9904810786247253
1,Bencede fener paraya ikna o para ile alınacak oyuncu bellidir. Mourinho da hem 6 hem 8 oynayabilecek tek bir adam istiyor ortaya. Bakalimm,positive,0.948891282081604
1,"bunak ancelotti bu sene kovulur. trilyonluk takıma oynattığı oyuna bak. tıpkı bizim eski kafalı mourinho gibi. nba maçı gibi, bir o sahada bir bu sahada top. umarız erken kovulur da mourinho gider madrid'e. olacak senaryo bu",negative,0.9939404726028442
1,"Sana ne lan sen kimsinki
Mourinho eleştiriyorsun yalaka herif",negative,0.9219159483909607
1,GDALDBQŞNFŞWJFŞWKWNRKW AMK ALIŞKANLIK OLMUŞ FOTOYA GİRİNCE İDRAK EDEMEDİM FERDİNİN YANINDAKİ KADINA TIKLADIM AMK,negative,0.971230685710907
1,"Kesinlikle doğru, Oğuz Aydını oynadığı maçlarda hiç beğenmedim, Mourinho da beğenmiyor ki hiç oyuna bile almıyor sonradan, Levent nerde onu ben de bilmiyorum, sokayım sizin yöneteceğiniz takıma lan ŞL şampiyonluktan bile daha önemliydi onu önemsemeyen şampiyonluğu mu önemser",negative,0.9956074357032776
1,Mourinho ayarlarını bozmuş.,negative,0.9973639845848083
1,"Mourinho’nun Szymanski yerine bu adamları isteyeceğinden, bu adamların Szymanski’den 3 gömlek üstün futbolcu olduğunu bildiğinden şüphem yok. Ali Koç’un pahalı alamayız dediğinden de adım kadar eminim.",positive,0.9529924392700195
1,Mourinho sürekli konussun siz ucl gidemeyin aq avutun kendınızı,negative,0.9791440367698669
1,Rus takımına katekulleyle satmışlar yine himm*tsaray,negative,0.9928089380264282
1,"Ne zamanki gururlarindan ödün verirler, ne zaman ki biz artik diğerlerinden geriyiz derler, o zaman ileri doğru adım atmaya baslarlar. Yoksa Mourinho getirmişsin, Guardiola getirmissin fayda etmez. Zira büyüklüğünü kaybettin.",negative,0.7419044971466064
1,"Jose Mourinho'nun tam 6 dil konuşabildiğini biliyormuydunuz? #mourinho #... https://youtube.com/shorts/P0V6qkhAxcw?si=DlMjZGT_CZllAMfM… 
@YouTube
 aracılığıyla",positive,0.994065523147583
1,Beklediğimden erken başladı algılara ve ağlayışlara.  Tahminen 7-8. haftalarda başlar dedim ama yanıldım. #Fenerbahçe yönetimi bu adama ne anlatmış? Ya da #Mourinho durumu çözüp #fb taraftarını tiye mi alıyor? Sanki geçen sezon da o yönetmiş de elinden şekerini almışlar gibi..!,negative,0.994424045085907
1,Ulen mourinho da olsan fb ye gelince Galatasaray a verilen kararlara sallıyorsun koskoca mourinho ne hallere düştü,negative,0.9052400588989258
1,"Bu eşşeklerin rüyalarını süsleyen, futbolu sevdiren mourinho’yu eleştirmeleri de garip değil mi?",negative,0.659023106098175
1,"En geç 10/15 gün içerisinde tüm Türkiye be Avrupa Mourinho’nun yenilmez armadasını görecek ve izleyecek.14/08/2024 bu da burada kalsın tarihiyle,biz takımımıza güveniyor,sonuna kadar desteğe devam edeceğiz inşallah güzel günler göreceğiz…",positive,0.9981855750083923
1,Keşke Mourinho yerine seni teknik direktör yapsaydık,negative,0.9017142653465271
1,"Fenerbahçe'de Ali Koç çılgına döndü: Mourinho ile konuşup 3 ismin biletini kesti! - F5 Haber https://ift.tt/i4ur51v
#fenerbahce",positive,0.9624638557434082
1,"@ZOnderOzen
 ıııııııı ıııııııı Zorla hele zorla  bakalım da mourinho yu kadar savunmaya çalışacaksın ıkın önder  ıkınnnnn Ulan adam elenmiş elenmiş neymiş Elenecek diye 85. dakikada üçüncü santrafor oyuna Sokmuş ne muhteşem hoca yemin ediyorum komiksiniz ya utanıyorum sizden ya",negative,0.9505303502082825
1,Mourinho davası yolunda bizzinho,positive,0.9530957341194153
1,"Ulan beyinsiz embesil sen harbi vizyonsuz gerizekalının tekisin ahmak herif 

Mourinho'nun kararını mı sorguluyorum beyninisiktiğim

Mourinho'nun 1. tercihi yalanıyla bize yine bi vasatı kitlediler diyorum bunu bile anlayamayacak kadar ahmak ve çapsız gevşek piçintekisin amk",negative,0.9985173344612122
1,Amk kimse demiyor ki mourinho neden fb de,positive,0.8948913812637329
1,Fenerbahce kazanmak için herşeyi yaptı ancak şansızlık olmadı. Mourinho sanki en nesiri ikinci yarı başlarken oyuna alsa daha fazla etkili olabilirdi. Dün akşam için en sevindirici taraf Fenerbahçe'nin iyi mücadele etmesi ve güzel oynaması sezon için umut verdi #sonsayfa,positive,0.979206919670105
1,Bir sağ bek bir sol bek bir 6 numara ve 8/10 oynayabilen oyuncu almamız lazım yoksa işimiz zor,negative,0.9621090888977051
1,"Yalan bence, Ali nasıl olsa seçimi kazandı 1 tane yarı sağlam yarı çürük bi 6 no işe taraftarın gazını alıp yoluna devam eder ilk günah keçisi Branco.    Sonra Acun.  Daha sonra Mourinho ",negative,0.9919837117195129
1,Bugün Mourinho açıklamasından sonra ödenmiştir adam başkandan daha çok savunuyor Galatasarayı,negative,0.8579755425453186
1,Fifadaki karakter çubuğu kıpkırmızı,negative,0.9945987462997437
1,en büyük faktörü kadro kalitesi faktörü eğer ki kadrodan avantajlıysan abi mal da olsan oç da olsan abi kahpe evladı da olsan her türlü kralsın (okansız ancelotti mourinho,positive,0.9898310303688049
1,Arda o kadar winnerki son 10 yılda aldığımız tek kupada o vardı aq,positive,0.79826819896698
1,Mourinho sanki ilk Lille macı öncesi demeçleri ile bizi UEFA Avrupa Ligi'ne hazırladı. Camia da iyi mücadele ettik şampiyonlar ligi olursa olur olmaz ise de bizim üstümüzde bir turnuva zaten havası var #sonsayfa,positive,0.9899615049362183
1,Şampiyon olduğumuz senenin 2. yarısından beri takım sürünüyor.o sezon lig 5 hafta daha uzun olsaydı nerdeyse şampiyon bile olamıyorduk.madem çok matah hocaydı neden bırakıp gitti?Tekrar geldikten bu yana ne değişti?Bu mourinho’mu ki bi 10 hafta daha beklensin?olmayacak dua..,negative,0.993878185749054
1,Mourinho Calafiori gibi onu da yetiştirir takmıyorum kafama hiç,negative,0.6320518851280212
1,Bu masmaalesef doğru beyler,positive,0.9922601580619812
1,Vatan dedigin bu yiğitler bide bu yiğitleri doğuran analar,positive,0.676009476184845
1,Mourinho efendi suyun ısınmaya başladı farkında mısın bilmiyorum ama,negative,0.9113438129425049
1,"@umitozdag
 bunun içinmi mourinho",positive,0.859221339225769
1,Galatasaraylıyım ve hak veriyorum Mourinho ya. Gerçekçi olmak lazım. Bizim takımlarımız şampiyonlar ligi seviyesinde değil. Dortmund manu vs çıkıp biz Avrupa ligi takımı değiliz derse anlarım ama biz o durumda değiliz.Sorunu kabullenmek sorunu çözmenin bir adımıdır.,positive,0.968367338180542
1,Haftaya babanın saflardayız,positive,0.9533131718635559
1,Ayrıca Mourinho nun suçu yok lafına da katılmıyorum. İrfan varken tadic sağda oynamaz. Becao varken çağlar oynamaz. Osai ve Mert bu sene birbirinden kötü oraya transfer şart. Dzeko dökülüyor en Neysri inşallah hazır olmadığı için böyledir. İkisi böyleyken neden Cenk 3. Forvet,negative,0.9990315437316895
1,"Ee Aykut unda alındı, Ersun unda alındı, Jesus un bile alındı İsmail Kartal kadar savunulan olmadı. Bırakın artık İsmail Kartalı hocanız Mourinho.",negative,0.9972750544548035
1,Bide abi mourinho euro2024 de hep sebayi çok beğendiğini söylüyordu,positive,0.6685652136802673
1,"Antrenmanlarda çalışıp, maçlarda uyguluyorlar.",positive,0.9455628395080566
1,Türkiye'de enayiler olduğu sürece Mourinho'da kazanacak jesus ta kazanacak,positive,0.9570639133453369
1,Mourinho’yu bile çıldırttı bu ikisi…,positive,0.9911064505577087
1,"Beterini hak etti. İsmail Kartal'ı göndermek için yırtınanlar Jose Mourinho için ""Tarzı bu."" deyip sustular.
Jose Mourinho'ya yapılan yalakalık İsmail Kartal'a yapılsaydı, desteklenseydi şampiyonduk.
Ama Olimpiyakos maçını Fred çıktığı için kaybettik sanan sakaklardan ne beklenir",negative,0.966589629650116
1,İyi ki Mourinho geldi ki siz gibi 1 maçta oyuncular üzerinden algı yapan kisileri falan takmaz,positive,0.7526146173477173
1,bizim hocamız Mourinho tehlikenin farkındasınız değil mi her kulvarı fethedecek,positive,0.9886347055435181
1,Ama sen Fenebahçesin geçemesin diyip Mourinho körüklüyor bizim Fenerliler ,negative,0.9295452833175659
1,Buradaki bir çok kardeşim Zico dönemini canlı izlememiştir belki ama Joga Bonito yani keyif veren güzel oyun oynattığı falan yoktu Ziconun çoğu maçı Semih yedek kulübesinden girip kurtardı ligde. Mourinho’nun başarılı olduğu dönemden sonra da dünya futbolu üç kere falan değişti.,positive,0.9812255501747131
1,Boşuna demedi Mourinho baba ünlü olmak isteyen beni konuşuyor diye ahahahahahahha I LOVE YOU HOCAM hemen atlamış,positive,0.9296773672103882
1,Hahahah akıllı olun sizide satın alırız,positive,0.9516913294792175
1,bu otobüs şoförü Mourinho'ya sallıyor ciddi ciddi,negative,0.800259530544281
1,Fenerbahçe'den Mourinho açıklaması #fenerbahçe #mourinho  - https://borsagundem.net/haber/fenerbahceden-mourinho-aciklamasi-1812539…,negative,0.5169249176979065
1,"Kime saracağız ? Tabiki Ali Koç , acın ve branco’ya   Hele bir şampiyonluk giderse Mourinho değil kralına sararız. Söz vermeye gerek kalmayacak kadro kuracağım dedi.",positive,0.9797568917274475
1,"Fenerbahçe'den Jose Mourinho ile ilgili dikkat çeken bir açıklama geldi.

Fenerbahçe Futbol A Takımı Medya Sorumlusu Alper Yemeniciler, Portekizli teknik adamın Lille maçının ardından yaptığı, ""Ben transfer için yalvarmam"" sözlerine açıklık getirdi.

Yemeniciler, yaptığı",negative,0.9622805714607239
1,Gerçek değil bu benim komşum ,negative,0.9859899282455444
1,"@acunilicali
 sana diyor",negative,0.771181046962738
1,Bu twiti sakla.. dediğin tarihte Mourinho şov yapıyor olacak gs nin başında da Fatih Terim olacak,positive,0.9453650712966919
1,"""Rüya Kadro bu mu?"" #fenerbahçe #lille #mourinho #alikoç #röportaj #tran... https://youtube.com/shorts/5dalMz9z3LA?si=1cf8URmZGcgw9OEs… 
@YouTube
 aracılığıyla
Yıl 2024 ve fener yine şampiyonlar liginde yok hahahhaha",positive,0.8683487176895142
1,"Mauro Icardi:

 ""Mourinho gibi hocanın önemsiz konuları konuşması enteresan. Büyük takımlarda bunu yapmazdı.""",positive,0.5645714998245239
1,#sonsayfa Mourinho Okan Hocanın sahaya 4 metre girdiğini izlemiş ya şimdi de Okan Hocanın Şampiyonlar Ligine nasıl girdiğini izlesin,negative,0.8015608787536621
1,Galatasaraydan başka işiniz yok mu sizin Mourinho getirip Şampiyonlar ligine gidemediniz rezilsiniz kendi başarısızlıklarınızla meşgul olun yeteneksizler ,negative,0.9991181492805481
1,Onder Ozen: kus tasa carpti ve oyle elendi kaybetti Fenerbahce.,negative,0.9962288737297058
1,"Gözde ve Edanın kaptanlığının farkını José Mourinho'nun bir videosu üzerinden alıntıladığını hatırlıyorum.
Edanın iyi bir lider olduğunu söylemiştin.",positive,0.922572672367096
1,3-4 metrenin detayına kadar her şeyi rahatlıkla söyleyen Mourinho bunu da istese söylerdi diye düşündüm.,positive,0.9541096091270447
1,"Mourinho #Glatasaray’ın büyüklüğünü çok iyi biliyor, o da #Fenerbahçe’den gittikten sonra aynı cümleyi kuracak: Türkiye’de takımların tek hedefi var Galatasaray’ı yenmek! Galatasaray diğerleri için bir tür başarı kriteri!",positive,0.9629786610603333
1,"Abdurrahim Albayrak'tan Jose Mourinho'ya: 'Bir dur, daha dün geldin'",positive,0.8382935523986816
1,"Önder Özen:  “Jose Mourinho risk aldı, dengeyi bir miktar kaybetti. Cenk Tosun'u aldığında dengeyi tamamen kaybetti. Bu riski alırken fark yeme ile karşı karşıya kalabilirsiniz. Buna cesaret ettiyseniz, ben bunu alkışlarım.”",negative,0.8976886868476868
1,Mourinho cekmis kuluple dalga gecmeye calismayin amk kendinizi rezil etmeyin (besiktasliyim),negative,0.9368720650672913
1,emre mor kalsın isterdim kadroda olsa dün belki de uzatmalarda girip maçı çözecekti hiç bişey yapmasa savunmanın dengesini kolayca bozabilir mourinho hocamın maximumuyla olmasa da çokça faydalanabileceği bi topçu,positive,0.7151194214820862
1,Gerekirse tadici transferde kullanırız demiş mourinho (s.hzaolu),positive,0.5847820043563843
1,"Hey Allahim...

Ergen youtuber bak sen Mourinho beğenmiyor. 

Ve ciddi ciddi bu vasat altını takip edip izleyen seviyesi düşük insanlar var.",negative,0.9994868040084839
1,Sanırım çok iyi bi avukat olucam,positive,0.9691214561462402
1,"Aaa olur mu qa 
@acunilicali
 sorsan almıştık Mourinho kabul etmemiş qa yalancıları ",negative,0.9913412928581238
1,"Mourinho zaten hakem eleştirileriyle meşhur bı adam...ama geldiği yerin halini görünce yuh demiş olabilir içinden...sistem, UEFA çetesi falan nasıl manyak lan bunlar demiştir.tabi bu işin güzelliği başarısız olma ihtimalin yok. kaybettiğin her maç ve kupa için sistem diyebilirsin",positive,0.9899319410324097
1,"Mourinho hayatında ilk defa ön elemede elenmiş, Fenerbahçe gerçeğiyle yüzleşmiş. Fenerbahçe'nin acilen bir Anadolu takımını farklı yenmesi lazım! #FurkanBölükbaşıTutuklansın",negative,0.9892548322677612
1,"futbol özürlüsü , lille dedigin kadro galatasarydan daha degerli bir takım.adamlar 70milyon euro degerindeki kopenhaga elendiler sesleri cıkmadı. galatasaraylılar öyle bir algı peşindeki mourinho korkusundan, Fenerlileri acayip gaza getiriyorlar",negative,0.9990221261978149
1,"Mourinho eleştirileri kale alınmıyor ama bu durumda övecek tarafı yok. Ben bildiğimi okumaya devam edeyim. Mourinho sadece kendini sivri dilli sanıyor, ama esasında İcardi nin laf atması Mou'yu 100 e katlar  Lille laf attı sonuç belli, Gs ile uğraşırsa da aynısı olur #sonsayfa",positive,0.7930776476860046
1,Olması gereken değil olmak zorunda olan olan yapı bu başka türlüsü imkansız. Mourinho da getirsen cebine göre hareket etmek zorundasın. Sizin ego sandığınız cümleleri bence hocanın sorumlulugu üstlenmek için söyledikleri.,negative,0.8526785373687744
1,"Arda küfür ettiği ve hakemi tehdit ettiği için yedi. Mourinho çizgiye bastı ve itiraz etti. Oosterwolde sarı doğru karardı, bazı yorumcular sarı-kırmızı arasında kaldıklarını söylediler, hiç utanmıyorsunuz. Torreria'ya faul bile yok, golünüz ofsayt, penaltınızda Icardi kendini",negative,0.9396761059761047
1,"Mourinho'yu beğenmiyorsunuz abi. Sizi kim keser acaba? Ancelotti'yi mi istersiniz? O gelse onu da yersiniz. Bu ülkeye Real Madrid'in başından Del Bosque geldi, onu da yediniz. İspanya ile şampiyon olan Aragones geldi, Barcelona'dan Rijkaard. Hepsini yediniz. Siz  kimsiniz?",negative,0.9043474793434143
1,Ama bana Mourinho Pp li eleman FB en büyük diyordu nasıl olur bu,negative,0.9257516860961914
1,"Maç 1-0 iken Dzeko'yu çıkartıp Batshuayi almak yerine çift forvete dönseydik yine alırdık o maçı.
Bak dün akşam Mourinho 2 hatta 3 forveti sahaya sürerek 90 dk için sonuç aldı.
Dzeko 39 yaşında artık son 20 dk filan oyuna girerek katkı vermeli.Çok zorluyoruz vücudu kaldırmıyor.",negative,0.9893205165863037
1,Adam gelmeden önce tapanlar şimdi laf yapıyorlar sen nelere kadirsin fener hala Madrid en büyük mourinho diyip Porto’yu bile destekleyenler Okan Apo bundan büyük der oldular,negative,0.9183433055877686
1,"Önder Özen: ""Fenerbahçe bu taktik dehası hocasıyla sezon sonunda şampiyon olamazsa yorumculuğu bırakırım.""",positive,0.643987238407135
1,Yaklaşık 4bin din olduğu tahmin ediliyor. 4000 + hepsinin yalan olduğu senaryo yani 4001. Senin kazançlı olma ihtimalin 2/4001 onun kazançlı olma ihtimali 1/4001.,negative,0.9772772789001465
1,"Büyük Sanat Bu

HARİKA

--
Almiron Wanda Cher Ndour Neres Mourinho #AfraSaraçoğlu Branco süper kupa arda güler kuymak boğaziçi dedem icardi ayşegül aldinç memur s-400 karabük fatih altaylı kpss covid florya acuna trt 1 wanda dünya sağlık örgütü bank asya'ya alper #MaymunÇiçeği",positive,0.9928091764450073
1,"Mourinho'dan bu kadar korkmayın. 40 puan fark attığımız Beşiktaştan süper kupa da 5 yesek de, en az 5-6 bölgeye ihtiyacımız olmasına rağmen transfer yapmasak da, clden boey satışından her yerden para yağmasına rağmen borç batağında olsak da, iç karışıklarımız olsa da, bilgi",negative,0.8763600587844849
1,Tamam mourinho kötü hocs sen daha iyi biliyorsun,positive,0.9382261633872986
1,elinizde mi patladı yalamalarSpor yazarları Fenerbahçe'nin Lille karşılaşmasını değerlendirdi: Mourinho efekti yetmedi - Futbol Haberleri (http://haberturk.com),negative,0.7692087292671204
1,Mourinho ile yakın arkadaşlar,positive,0.9180957674980164
1,Devre bitmeden Mourinho'yu göndermesinler de Icardi'nin göndermesi sıkıntı değil ,positive,0.7060487866401672
1,"Icardi ihtar çekti algısını çökertiyoruz!

Mourinho'yu fena bozdu!

Galatasaray Divan Kurulunda yaşananlar...

Dopdolu bir yayınla karşınızdayız.

CANLI: https://youtube.com/live/0nbX1e81aR4…",positive,0.9885413646697998
1, Ahmet Konanç: “3 santrfor birden sahada… Kazanırsın kaybedersin ama böyle anlarda hepsini sahaya sürecek kadar cesaretli bir teknik direktörü Fenerbahçe taraftarı çok çok özlemiş… Bravo Mourinho ,positive,0.9958682060241699
1,Görmesek sanacağız ki 3 santrafor oynayınca deli gibi gol atılıyor  dediğin gibi 3 santrafordan kusuyoduk geçen sene. Mourinho yapınca tüm medya yalamaya başlamış,negative,0.9368653297424316
